Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MKC,MKC,MKC,MKC,MKC,MKC
Date,,,,,,
2024-09-24 00:00:00+00:00,83.3235855102539,83.76000213623047,83.80999755859375,82.7300033569336,83.04000091552734,1939000
2024-09-25 00:00:00+00:00,82.94556427001953,83.37999725341797,84.04000091552734,83.12000274658203,84.04000091552734,1246800
2024-09-26 00:00:00+00:00,82.81624603271484,83.25,83.5999984741211,82.77999877929688,83.0999984741211,1613000
2024-09-27 00:00:00+00:00,82.8062973022461,83.23999786376953,84.29000091552734,83.05999755859375,83.5999984741211,2037400
2024-09-30 00:00:00+00:00,81.87120056152344,82.30000305175781,83.22000122070312,81.91999816894531,83.1500015258789,3214700
2024-10-01 00:00:00+00:00,83.65186309814453,84.08999633789062,84.80999755859375,81.58999633789062,83.31999969482422,4415900
2024-10-02 00:00:00+00:00,81.612548828125,82.04000091552734,83.5199966430664,81.26000213623047,83.0199966430664,3608800
2024-10-03 00:00:00+00:00,80.46853637695312,80.88999938964844,81.68000030517578,80.37000274658203,81.58999633789062,2423100
2024-10-04 00:00:00+00:00,80.19000244140625,80.61000061035156,80.80000305175781,79.86000061035156,80.22000122070312,1841400
2024-10-07 00:00:00+00:00,79.37999725341797,79.37999725341797,80.04000091552734,79.08999633789062,79.91000366210938,1806100
2024-10-08 00:00:00+00:00,79.62999725341797,79.62999725341797,79.72000122070312,79.0999984741211,79.5999984741211,1408900
2024-10-09 00:00:00+00:00,79.70999908447266,79.70999908447266,80.12000274658203,79.2300033569336,79.81999969482422,1360600
2024-10-10 00:00:00+00:00,79.77999877929688,79.77999877929688,80.05000305175781,79.5199966430664,79.94000244140625,1059600
2024-10-11 00:00:00+00:00,80.18000030517578,80.18000030517578,80.43000030517578,79.80000305175781,80.0199966430664,1550400
2024-10-14 00:00:00+00:00,81.05000305175781,81.05000305175781,81.08000183105469,80.16000366210938,80.33999633789062,1416400
2024-10-15 00:00:00+00:00,81.48999786376953,81.48999786376953,82.54000091552734,81.18000030517578,81.18000030517578,1224100
2024-10-16 00:00:00+00:00,81.11000061035156,81.11000061035156,81.66999816894531,80.69000244140625,81.02999877929688,1098100
2024-10-17 00:00:00+00:00,80.0199966430664,80.0199966430664,81.27999877929688,80.0,81.05000305175781,1559400
2024-10-18 00:00:00+00:00,80.18000030517578,80.18000030517578,80.58000183105469,79.93000030517578,80.18000030517578,1526900
2024-10-21 00:00:00+00:00,78.05999755859375,78.05999755859375,80.11000061035156,77.9800033569336,80.05000305175781,1961600
2024-10-22 00:00:00+00:00,78.86000061035156,78.86000061035156,79.06999969482422,76.27999877929688,77.93000030517578,3127700
2024-10-23 00:00:00+00:00,79.37000274658203,79.37000274658203,79.44999694824219,77.87999725341797,78.08000183105469,1884300
2024-10-24 00:00:00+00:00,78.7699966430664,78.7699966430664,79.52999877929688,78.7300033569336,79.43000030517578,1580300
2024-10-25 00:00:00+00:00,77.86000061035156,77.86000061035156,79.01000213623047,77.68000030517578,78.9800033569336,1129200
2024-10-28 00:00:00+00:00,78.33000183105469,78.33000183105469,78.94000244140625,78.18000030517578,78.3499984741211,1088900
2024-10-29 00:00:00+00:00,77.4800033569336,77.4800033569336,78.73999786376953,77.45999908447266,77.95999908447266,1201600
2024-10-30 00:00:00+00:00,77.94000244140625,77.94000244140625,78.33000183105469,77.29000091552734,77.52999877929688,1205000
2024-10-31 00:00:00+00:00,78.23999786376953,78.23999786376953,78.7699966430664,77.87000274658203,77.94999694824219,1917500
2024-11-01 00:00:00+00:00,78.75,78.75,78.94999694824219,78.05999755859375,78.4800033569336,1517300
2024-11-04 00:00:00+00:00,78.18000030517578,78.18000030517578,79.0199966430664,78.05000305175781,78.55999755859375,1625300
2024-11-05 00:00:00+00:00,78.83000183105469,78.83000183105469,78.87999725341797,77.62999725341797,78.19999694824219,1369600
2024-11-06 00:00:00+00:00,76.66000366210938,76.66000366210938,79.19000244140625,76.27999877929688,79.0,2015700
2024-11-07 00:00:00+00:00,76.33999633789062,76.33999633789062,77.29000091552734,76.1500015258789,76.80000305175781,1947000
2024-11-08 00:00:00+00:00,77.48999786376953,77.48999786376953,77.9800033569336,75.8499984741211,76.02999877929688,1391500
2024-11-11 00:00:00+00:00,77.02999877929688,77.02999877929688,77.80999755859375,76.63999938964844,77.29000091552734,1590900
2024-11-12 00:00:00+00:00,76.58999633789062,76.58999633789062,77.47000122070312,75.97000122070312,77.30999755859375,1413100
2024-11-13 00:00:00+00:00,75.83999633789062,75.83999633789062,76.68000030517578,75.55999755859375,76.5,1551800
2024-11-14 00:00:00+00:00,74.91999816894531,74.91999816894531,76.0999984741211,74.80000305175781,75.73999786376953,1190400
2024-11-15 00:00:00+00:00,73.97000122070312,73.97000122070312,74.73999786376953,72.51000213623047,74.69999694824219,3138100
2024-11-18 00:00:00+00:00,74.62000274658203,74.62000274658203,74.75,73.77999877929688,74.11000061035156,1855600
2024-11-19 00:00:00+00:00,75.30999755859375,75.30999755859375,75.58999633789062,73.91999816894531,74.61000061035156,1960200
2024-11-20 00:00:00+00:00,77.12999725341797,77.12999725341797,77.26000213623047,75.19000244140625,75.6500015258789,2118100
2024-11-21 00:00:00+00:00,77.94999694824219,77.94999694824219,78.2699966430664,76.95999908447266,77.13999938964844,2024300
